9.983260e-01	4.422798e-03
6.741266e-16	1.000049e+00
5.178486e-01	7.340950e-01
2.164723e-01	9.536797e-01
4.533268e-01	7.966582e-01
3.350438e-01	9.436621e-01
4.468377e-01	8.024864e-01
4.089256e-01	8.370826e-01
3.368196e-01	8.874888e-01
5.389485e-01	7.099089e-01
3.367210e-01	9.346930e-01
3.666739e-01	8.668792e-01
7.294987e-01	4.680167e-01
3.984475e-01	8.440258e-01
6.279780e-01	6.059937e-01
3.551040e-01	8.768117e-01
6.990383e-01	5.115934e-01
7.420727e-01	4.493751e-01
6.083045e-01	6.300623e-01
5.938666e-01	6.475681e-01
6.146376e-01	6.226162e-01
5.531601e-01	6.944537e-01
2.036876e-01	9.591192e-01
6.660789e-01	5.570630e-01
8.462673e-01	2.839602e-01
6.892897e-01	5.249242e-01
6.358494e-02	9.962958e-01
7.846538e-01	3.845444e-01
8.542998e-01	2.714215e-01
9.288442e-01	1.376482e-01
1.149369e-01	9.871020e-01
7.199932e-01	4.819643e-01
7.496546e-01	4.406272e-01
8.732393e-01	2.379492e-01
6.510426e-01	5.764190e-01
9.371593e-01	1.238190e-01
8.679686e-01	2.468859e-01
9.753360e-01	5.585399e-02
7.726187e-01	4.040781e-01
7.972310e-01	3.644624e-01
7.940690e-01	3.697119e-01
8.390579e-01	2.965675e-01
7.883578e-02	9.940243e-01
6.706660e-01	5.545764e-01
7.798123e-01	3.931718e-01
9.798608e-01	4.129585e-02
5.589486e-01	6.879914e-01
9.125038e-02	9.919169e-01
8.809003e-01	2.244019e-01
9.605883e-01	7.781752e-02
1.039508e-01	9.892564e-01
7.663664e-01	4.129018e-01
5.803628e-01	6.637377e-01
6.795061e-01	5.388665e-01
6.379811e-01	5.934851e-01
9.155502e-01	1.621901e-01
7.103609e-01	4.958214e-01
5.693558e-01	6.759863e-01
1.787104e-01	9.682092e-01
9.242953e-01	1.479718e-01
8.973345e-01	1.950403e-01
8.343644e-01	3.042780e-01
1.866530e-01	9.654481e-01
9.490192e-01	1.001055e-01
5.884337e-01	6.543890e-01
8.084330e-01	3.511589e-01
7.611980e-01	4.209827e-01
4.486846e-02	9.983308e-01
7.148366e-01	4.891821e-01
9.569320e-01	8.824116e-02
8.163551e-01	3.365993e-01
1.331273e-01	9.823942e-01
9.439939e-01	1.093534e-01
8.123950e-01	3.426445e-01
5.677887e-01	6.781996e-01
8.213787e-01	3.284432e-01
9.680561e-01	6.370785e-02
9.838012e-01	3.279420e-02
9.656144e-01	6.831144e-02
3.665492e-01	8.670100e-01
8.868232e-01	2.139155e-01
9.410919e-01	1.150461e-01
8.613031e-01	2.604190e-01
9.963175e-01	8.073844e-03
9.042849e-01	1.834298e-01
1.652503e-01	9.727104e-01
6.823866e-01	5.349374e-01
7.563731e-01	4.281011e-01
9.528974e-01	9.335395e-02
6.474372e-01	5.859900e-01
8.294325e-01	3.127430e-01
3.220030e-02	9.990735e-01
9.024446e-01	1.871551e-01
1.795463e-02	9.996776e-01
1.408870e-01	9.805636e-01
8.608225e-01	2.609928e-01
9.101312e-01	1.728011e-01
8.239662e-01	3.219131e-01
5.832058e-01	6.617446e-01
4.044657e-01	8.389751e-01
