7.710492e-02 1.339687e+00
7.102722e-01 9.743226e-01
3.647488e-01 1.251098e+00
9.159785e-01 7.525451e-01
9.949547e-01 6.265075e-01
2.801907e-02 1.362171e+00
9.344645e-01 7.300393e-01
6.526211e-01 1.054247e+00
7.519133e-01 9.126055e-01
2.660522e-07 1.439476e+00
7.437397e-03 1.389180e+00
3.969608e-02 1.344553e+00
9.921244e-01 6.373940e-01
6.724141e-01 1.026689e+00
9.981000e-01 5.959906e-01
6.047154e-01 1.110812e+00
8.897701e-01 7.690219e-01
3.293647e-01 1.304280e+00
6.427847e-01 1.058935e+00
9.754000e-01 6.449394e-01
8.896983e-01 8.165812e-01
8.870480e-01 8.494916e-01
6.398993e-01 1.086862e+00
1.450477e-04 1.398953e+00
4.448995e-01 1.198069e+00
9.971527e-01 6.221668e-01
3.916689e-01 1.229827e+00
5.484370e-01 1.140858e+00
6.313004e-01 1.098790e+00
7.084124e-01 1.021750e+00
1.091738e-02 1.366482e+00
3.633640e-02 1.360352e+00
9.492037e-01 6.974637e-01
6.666659e-01 1.027976e+00
3.448742e-01 1.294080e+00
7.973164e-01 8.532839e-01
5.289461e-01 1.150650e+00
4.326637e-01 1.210544e+00
9.221526e-01 7.319330e-01
5.484370e-01 1.140858e+00
6.772546e-01 1.070035e+00
9.937322e-01 6.755105e-01
8.101880e-01 8.659436e-01
3.633640e-02 1.361402e+00
5.484370e-01 1.144466e+00
3.916689e-01 1.235897e+00
6.313004e-01 1.114127e+00
5.289461e-01 1.156266e+00
7.035457e-01 1.042346e+00
9.920158e-01 6.784259e-01
1.450477e-04 1.418955e+00
3.293647e-01 1.324280e+00
6.387553e-01 1.107963e+00
9.492037e-01 7.094635e-01
8.171699e-01 8.536129e-01
3.448742e-01 1.296371e+00
4.326637e-01 1.216949e+00
7.973164e-01 8.917833e-01
9.561538e-01 7.052784e-01
1.564633e-02 1.395740e+00
6.387553e-01 1.107963e+00
6.313004e-01 1.114127e+00
6.314901e-01 1.111807e+00
5.275497e-01 1.206596e+00
5.235108e-01 1.215838e+00
5.252690e-01 1.214180e+00
6.427847e-01 1.091871e+00
9.981000e-01 6.381178e-01
1.681744e-03 1.400509e+00
9.971527e-01 6.401588e-01
9.949547e-01 6.714136e-01
6.497449e-01 1.072567e+00
6.497108e-01 1.077347e+00
9.159785e-01 7.721584e-01
8.897701e-01 8.037267e-01
6.286756e-01 1.123576e+00
6.208814e-01 1.128642e+00
2.660522e-07 1.446703e+00
7.942736e-01 9.413753e-01
7.519133e-01 9.441762e-01
2.801907e-02 1.363050e+00
3.769010e-01 1.266359e+00
7.465603e-01 9.765360e-01
7.465603e-01 9.765360e-01
7.108849e-01 1.008654e+00
2.660522e-07 1.446869e+00
9.971527e-01 6.458893e-01
3.345714e-02 1.369837e+00
3.293647e-01 1.329329e+00
9.492037e-01 7.110870e-01
4.448995e-01 1.218293e+00
8.101880e-01 8.704929e-01
7.519133e-01 9.502264e-01
6.560362e-01 1.075805e+00
5.289461e-01 1.173046e+00
7.229693e-01 1.020728e+00
3.916689e-01 1.236460e+00
9.185981e-01 7.768760e-01
5.484370e-01 1.150174e+00
7.942736e-01 9.431933e-01
