7.920867e-16	3.284158e+01
2.178482e-14	2.306319e+01
1.359040e-03	3.905021e+00
6.759052e-16	4.373691e+01
3.080784e-15	2.503967e+01
3.943818e-02	3.456532e+00
3.762858e-02	3.862026e+00
1.591505e-01	3.442184e+00
1.496076e-13	6.170613e+00
2.561102e-01	2.599478e+00
2.862800e-02	3.891936e+00
1.359040e-03	3.905021e+00
4.318068e-14	1.008828e+01
2.289946e-01	2.926149e+00
1.015897e-11	4.596148e+00
1.581455e-14	2.603905e+01
1.025601e-11	6.087691e+00
2.561102e-01	2.814943e+00
1.106802e-13	1.922472e+01
4.993146e-04	4.706673e+00
1.562444e-01	3.663185e+00
1.967848e-11	5.269545e+00
4.365047e-08	5.103433e+00
4.365047e-08	5.103433e+00
1.967848e-11	5.269545e+00
2.289946e-01	3.366058e+00
2.537422e-01	3.339030e+00
1.106802e-13	1.922472e+01
6.855015e-14	2.139263e+01
1.217049e-13	1.572378e+01
2.862800e-02	3.895688e+00
2.935412e-03	4.406886e+00
1.496076e-13	6.201667e+00
1.716606e-02	4.051274e+00
8.619441e-03	4.071716e+00
6.380662e-03	4.141395e+00
2.561102e-01	2.814943e+00
3.829933e-02	3.864365e+00
2.484664e-01	3.353672e+00
7.066119e-05	4.841399e+00
7.208856e-02	3.715757e+00
1.575091e-01	3.656298e+00
7.208856e-02	3.715757e+00
5.842058e-02	3.746315e+00
6.449065e-15	3.316887e+01
6.739125e-15	3.294433e+01
2.178482e-14	2.420430e+01
6.279412e-14	2.977692e+01
6.449065e-15	3.713098e+01
9.062733e-15	3.397346e+01
1.068640e-13	2.163685e+01
3.174049e-14	3.270950e+01
2.482610e-01	3.423992e+00
3.687999e-02	3.996754e+00
2.372164e-01	3.463414e+00
7.646733e-02	3.797829e+00
3.660599e-02	4.136009e+00
5.958262e-02	3.928951e+00
2.573749e-01	3.190113e+00
5.469799e-04	5.033426e+00
2.489413e-01	3.360777e+00
7.048750e-07	5.142048e+00
2.103365e-06	5.140662e+00
2.484664e-01	3.422294e+00
2.482610e-01	3.423992e+00
2.425330e-01	3.453272e+00
2.002153e-08	5.454443e+00
1.648034e-10	5.637480e+00
2.103365e-06	5.140662e+00
7.048750e-07	5.142048e+00
2.561102e-01	3.192814e+00
1.496076e-13	6.825654e+00
7.057045e-03	4.385540e+00
1.431409e-02	4.183585e+00
2.561102e-01	3.192814e+00
1.025601e-11	6.278688e+00
4.523480e-03	4.421327e+00
3.687999e-02	3.996754e+00
3.713590e-02	3.935525e+00
2.637932e-01	2.834408e+00
2.561102e-01	3.192814e+00
1.025601e-11	6.278688e+00
7.646733e-02	3.797829e+00
1.575091e-01	3.659678e+00
5.884345e-04	4.764823e+00
6.449065e-15	4.264827e+01
2.561102e-01	3.347660e+00
1.575091e-01	3.808456e+00
3.750960e-02	3.943964e+00
1.217049e-13	2.254141e+01
4.254537e-14	3.332767e+01
1.496076e-13	8.310146e+00
2.449425e-01	3.463170e+00
1.068640e-13	2.530978e+01
1.923362e-14	4.200316e+01
7.433960e-03	4.484013e+00
3.722734e-02	4.330601e+00
1.015897e-11	7.363665e+00
4.166393e-03	4.995498e+00
2.489413e-01	3.366702e+00
