3.258927e-09 1.001035e+00
9.999392e-01 3.079228e-04
9.613838e-02 6.905975e-01
1.211106e-01 6.526995e-01
3.917556e-01 3.747517e-01
8.327575e-01 8.848547e-02
3.188251e-01 4.360163e-01
3.766095e-01 3.942151e-01
8.551990e-01 7.568068e-02
2.443992e-02 8.448777e-01
3.596172e-01 4.009047e-01
4.801593e-02 7.819427e-01
4.644847e-01 3.188786e-01
1.639189e-03 9.601997e-01
3.015649e-01 4.546702e-01
4.488091e-01 3.303780e-01
5.959670e-02 7.567016e-01
3.333075e-01 4.254478e-01
2.618235e-01 4.889461e-01
2.497992e-01 5.101926e-01
2.138674e-01 5.380260e-01
7.944379e-01 1.092065e-01
4.139110e-01 3.574740e-01
7.765166e-01 1.192387e-01
1.994464e-02 8.605668e-01
6.515201e-01 1.948131e-01
1.775898e-01 5.795729e-01
1.485287e-01 6.153755e-01
5.482533e-03 9.265609e-01
6.151053e-01 2.166482e-01
5.106535e-01 2.920969e-01
1.780508e-02 8.826925e-01
7.089179e-01 1.584760e-01
8.105354e-01 1.000064e-01
9.641647e-01 1.891039e-02
8.726560e-02 7.103314e-01
1.865325e-01 5.686381e-01
5.432027e-01 2.634912e-01
5.631342e-01 2.507870e-01
3.917940e-02 8.036690e-01
8.932046e-01 5.544396e-02
9.545699e-01 2.351444e-02
7.729722e-02 7.253844e-01
3.322348e-02 8.188070e-01
9.188393e-01 4.195698e-02
6.974995e-01 1.653758e-01
2.295725e-01 5.216978e-01
6.008692e-01 2.277916e-01
1.667890e-01 5.925652e-01
1.398495e-01 6.265582e-01
9.417417e-01 3.310565e-02
1.371669e-01 6.376469e-01
9.626774e-03 9.024214e-01
4.327874e-01 3.427865e-01
2.937283e-01 4.586902e-01
6.709703e-01 1.903377e-01
9.326383e-01 3.489271e-02
2.073558e-01 5.455170e-01
6.868428e-01 1.717591e-01
7.605215e-01 1.283697e-01
7.294028e-02 7.326149e-01
9.814692e-01 1.014821e-02
6.385507e-01 2.017119e-01
4.453620e-02 7.904006e-01
4.964069e-01 2.962383e-01
1.587160e-01 6.024739e-01
5.210876e-01 2.786705e-01
5.390322e-01 2.667424e-01
9.273777e-02 7.005545e-01
2.386914e-01 5.119010e-01
4.376403e-01 3.391603e-01
1.148500e-02 8.942077e-01
6.254872e-01 2.099175e-01
6.560322e-02 7.446571e-01
5.934354e-01 2.301933e-01
3.439015e-01 4.143065e-01
6.781853e-01 1.770739e-01
1.960312e-01 5.577651e-01
9.092713e-01 4.777152e-02
2.726608e-01 4.784790e-01
8.686390e-01 6.851131e-02
7.462656e-01 1.370707e-01
8.059646e-01 1.026943e-01
7.656419e-01 1.254680e-01
5.260756e-01 2.753350e-01
3.439015e-01 4.143065e-01
4.193429e-01 3.531440e-01
7.324488e-01 1.454430e-01
9.959473e-01 5.188242e-03
1.988255e-01 5.545700e-01
2.835407e-01 4.688585e-01
6.361697e-03 9.217183e-01
7.235812e-01 1.501921e-01
8.721092e-01 6.670573e-02
2.639740e-04 9.845129e-01
7.443414e-01 1.378263e-01
4.891021e-01 3.075728e-01
2.684060e-01 4.825616e-01
6.317666e-01 2.057386e-01
3.364510e-02 8.176126e-01
