6.741266e-16	1.000510e+00
9.997578e-01	2.324990e-04
1.859162e-01	5.690051e-01
6.885281e-01	1.703761e-01
3.750879e-01	3.876514e-01
3.528590e-01	4.061168e-01
1.648901e-01	5.940477e-01
1.423519e-01	6.228233e-01
8.091294e-01	1.007948e-01
3.258018e-02	8.257718e-01
1.106494e-01	6.679020e-01
7.922791e-01	1.123455e-01
1.491383e-03	9.615584e-01
9.847373e-01	7.728611e-03
6.641373e-01	1.907877e-01
2.060778e-01	5.463774e-01
5.578916e-01	2.531911e-01
3.824595e-02	8.044606e-01
3.973091e-01	3.697350e-01
3.133595e-01	4.403732e-01
8.747864e-01	6.476126e-02
5.478122e-01	2.685851e-01
2.556658e-02	8.405312e-01
1.241540e-02	8.886012e-01
1.712358e-01	5.862273e-01
8.586087e-01	7.353613e-02
1.968512e-04	9.926003e-01
7.665462e-01	1.245472e-01
4.302024e-01	3.465886e-01
8.634025e-03	9.073823e-01
8.472273e-02	7.091066e-01
1.021992e-01	6.862749e-01
4.331410e-02	7.924952e-01
9.270005e-01	3.735583e-02
6.343759e-02	7.483422e-01
2.533400e-01	5.014436e-01
8.483838e-01	7.901045e-02
7.381401e-02	7.284151e-01
5.323818e-01	2.704706e-01
8.868668e-01	5.828608e-02
9.696221e-01	1.537945e-02
5.644195e-02	7.652234e-01
2.094512e-02	8.561036e-01
5.778431e-01	2.420438e-01
6.321502e-03	9.205480e-01
1.193041e-01	6.547221e-01
7.528746e-01	1.325665e-01
4.341911e-01	3.412553e-01
8.287789e-01	8.973241e-02
3.258617e-01	4.292485e-01
1.319100e-01	6.369714e-01
5.914819e-01	2.310625e-01
3.794550e-03	9.384446e-01
6.225614e-01	2.111280e-01
5.039384e-01	2.903874e-01
2.654713e-01	4.879708e-01
2.171732e-01	5.370303e-01
4.125902e-01	3.578739e-01
2.454120e-01	5.048105e-01
4.746037e-01	3.119928e-01
7.375079e-01	1.439180e-01
9.217372e-02	6.970305e-01
5.214495e-01	2.823292e-01
7.088290e-01	1.583021e-01
2.845878e-01	4.710921e-01
6.518230e-01	1.927115e-01
9.527093e-01	2.452466e-02
2.716251e-01	4.791025e-01
7.959911e-01	1.078794e-01
2.368067e-01	5.147956e-01
4.880869e-01	3.015829e-01
7.255353e-01	1.483780e-01
8.347608e-01	8.654382e-02
4.617005e-01	3.206429e-01
7.450021e-01	1.381939e-01
7.185019e-01	1.525138e-01
3.441875e-01	4.136955e-01
4.113904e-01	3.587467e-01
6.362508e-01	2.024500e-01
4.484701e-01	3.305847e-01
3.376133e-03	9.502427e-01
1.614862e-02	8.732633e-01
3.035744e-01	4.505294e-01
2.214477e-01	5.297455e-01
1.422591e-01	6.230837e-01
8.983895e-01	5.225388e-02
2.920386e-01	4.603213e-01
4.816346e-01	3.065223e-01
6.306119e-02	7.547867e-01
7.812131e-02	7.207763e-01
4.487960e-01	3.302106e-01
6.162692e-01	2.152064e-01
5.237502e-01	2.808737e-01
9.031969e-01	5.019488e-02
6.360135e-01	2.026075e-01
1.748357e-02	8.684148e-01
1.280736e-01	6.501352e-01
7.663090e-01	1.247010e-01
4.641609e-01	3.188373e-01
4.948758e-02	7.782834e-01
